question,type,database
Which users asked questions tagged with 'graphql-js' and have a reputation under 5000?,Pathfinding Queries,buzzoverflow
List the titles of questions that have been downvoted and have a score less than -5.,Pathfinding Queries,buzzoverflow
Which questions have been asked by users with the highest reputation and have a link containing 'stackoverflow'?,Pathfinding Queries,buzzoverflow
What are the titles and tags of questions that have a score of zero and were asked by a user with a reputation over 100000?,Pathfinding Queries,buzzoverflow
Which questions have been asked by users who have asked more than 20 questions?,Pathfinding Queries,buzzoverflow
List all users who asked questions that have a title containing 'Apollo' and their corresponding tags.,Pathfinding Queries,buzzoverflow
Which questions have been tagged with 'graphql-subscriptions' and have a score greater than 5?,Pathfinding Queries,buzzoverflow
Provide details of the top 3 users by reputation who have asked questions about 'aws-lambda'.,Pathfinding Queries,buzzoverflow
Which users with a reputation over 100000 have asked questions that have been downvoted?,Pathfinding Queries,buzzoverflow
List the questions that were asked by users with a reputation over 50000 and have a text containing 'error'.,Pathfinding Queries,buzzoverflow
What are the tags of questions that have more than 10 upVotes and were asked by users with a reputation over 100000?,Pathfinding Queries,buzzoverflow
Which questions have a link containing 'apollo' and have been answered?,Pathfinding Queries,buzzoverflow
Provide the titles and links of questions that were asked by users with an image link containing 'googleusercontent' and have more than 3 favorites.,Pathfinding Queries,buzzoverflow
Which questions were asked by the same user more than once and have been tagged with 'aws-lambda'?,Pathfinding Queries,buzzoverflow
List the tags of questions asked by users with a reputation under 500 that have been answered.,Pathfinding Queries,buzzoverflow
What are the most common tags for questions that have been asked by users with a display name containing 'Le'?,Pathfinding Queries,buzzoverflow
Which questions with more than 5 favorites were asked by users who have an image link ending in '.com'?,Pathfinding Queries,buzzoverflow
List the top 5 questions with the most favorites that were asked by users with a reputation under 50000.,Pathfinding Queries,buzzoverflow
Which questions have a createdAt date in 2020 and were asked by users with a reputation over 100000?,Pathfinding Queries,buzzoverflow
What are the top 3 questions by upVotes that were also tagged with 'graphql-js'?,Pathfinding Queries,buzzoverflow
What are the top 5 questions with the most upVotes?,Complex Aggregation Queries,buzzoverflow
Which questions were asked by users with a reputation above 100?,Complex Aggregation Queries,buzzoverflow
List the first 3 questions which have been marked as answered.,Complex Aggregation Queries,buzzoverflow
Which users have asked questions tagged with 'angular'?,Complex Aggregation Queries,buzzoverflow
What are the top 5 most recent questions asked in the system?,Complex Aggregation Queries,buzzoverflow
List all questions that have more than 5 downVotes.,Complex Aggregation Queries,buzzoverflow
Which tags are associated with questions that have a negative score?,Complex Aggregation Queries,buzzoverflow
Find all users who have asked a question with no upVotes or downVotes.,Complex Aggregation Queries,buzzoverflow
What are the first 3 questions with the highest number of favorites?,Complex Aggregation Queries,buzzoverflow
Which user has the highest reputation among those who asked questions tagged with 'apollo'?,Complex Aggregation Queries,buzzoverflow
List the first 3 tags that appear most frequently across all questions.,Complex Aggregation Queries,buzzoverflow
What are the first 3 questions asked by the user with the lowest reputation?,Complex Aggregation Queries,buzzoverflow
Which user has asked the most questions in the database?,Complex Aggregation Queries,buzzoverflow
List the first 3 questions that have text containing 'apollo'?,Complex Aggregation Queries,buzzoverflow
What are the first 3 questions with a creation date in 2020?,Complex Aggregation Queries,buzzoverflow
Which users have asked questions with more than 3 downVotes?,Complex Aggregation Queries,buzzoverflow
What are the top 5 questions with the least favorites but more than 1 upVote?,Complex Aggregation Queries,buzzoverflow
Find the first 3 users who asked questions on '2020-06-05'.,Complex Aggregation Queries,buzzoverflow
Which questions have a score less than -3?,Complex Aggregation Queries,buzzoverflow
List the first 3 users who have not answered their questions but have a reputation over 50.,Complex Aggregation Queries,buzzoverflow
What are the top 5 questions with the highest number of upVotes?,Verbose query,buzzoverflow
List the first 3 users by reputation who have asked a question.,Verbose query,buzzoverflow
Which tags are associated with the top 3 most favorited questions?,Verbose query,buzzoverflow
Identify the top 5 questions with the most downVotes.,Verbose query,buzzoverflow
What are the first 3 questions asked by the user with the highest reputation?,Verbose query,buzzoverflow
Which user has posted the highest number of questions?,Verbose query,buzzoverflow
List the first 3 tags that appear most frequently across all questions.,Verbose query,buzzoverflow
What are the first 3 most recent questions that have been answered?,Verbose query,buzzoverflow
Who are the top 5 users with the most downVoted questions?,Verbose query,buzzoverflow
Identify the first 3 questions tagged 'graphql' with negative scores.,Verbose query,buzzoverflow
What are the top 5 oldest questions in the database?,Verbose query,buzzoverflow
"List the first 3 users who asked questions on or after June 1, 2020.",Verbose query,buzzoverflow
What are the top 3 most upVoted questions that have not been answered?,Verbose query,buzzoverflow
List the first 3 questions with exactly 0 favorites and a positive score.,Verbose query,buzzoverflow
Which 3 users have asked questions with the most tags?,Verbose query,buzzoverflow
What are the top 5 questions by score that were created in 2020?,Verbose query,buzzoverflow
Identify the first 3 users whose questions have never been downVoted.,Verbose query,buzzoverflow
What are the top 5 most recent questions asked by users with an image link?,Verbose query,buzzoverflow
Which 3 users have the lowest average score on their questions?,Verbose query,buzzoverflow
List the first 3 tags used by the user with id 10251021 for their questions.,Verbose query,buzzoverflow
What are the top 5 questions with the most complex text content?,Verbose query,buzzoverflow
Identify the first 3 questions with no upVotes and no downVotes.,Verbose query,buzzoverflow
List the first 3 users who have only asked questions that were never answered.,Verbose query,buzzoverflow
Which 3 users' questions have the highest average number of favorites?,Verbose query,buzzoverflow
Identify the first 3 questions that were asked by users with a reputation over 100000.,Verbose query,buzzoverflow
What are the top 5 questions that have been linked the most in external websites?,Verbose query,buzzoverflow
List the first 3 tags associated with questions that have been answered and have a negative score.,Verbose query,buzzoverflow
Which user has the lowest reputation but has asked a question with a high score?,Verbose query,buzzoverflow
Identify the first 3 questions with a title containing 'error' or 'issue'.,Verbose query,buzzoverflow
What are the top 5 questions with the longest text descriptions?,Verbose query,buzzoverflow
List the first 3 questions that were tagged 'aws-lambda' and have more than 1 downVotes.,Verbose query,buzzoverflow
Which 3 users have the highest average favorites on their questions?,Verbose query,buzzoverflow
Identify the first 3 questions that have an exact score of 0 and were asked in June 2020.,Verbose query,buzzoverflow
